Trade Date,Ticker,Company,Title,Type,Price,Qty,Owned,Volume (trade day),Close Cost (month ago trade),Close Cost (two weeks ago trade),Close Cost (week ago trade),Close Cost (day befor trade),Close Cost (trade day),Close Cost (day after trade),Close Cost (week after trade),Close Cost (two weeks after trade),Close Cost (month after trade),Profitability (day after trade),Profitability (week after trade),Profitability (two weeks after trade),Profitability (month after trade),Mean_AR,Cumulative_AR,Beta_p_value
2023-12-28,CBSTF,Cannabist Co Holdings Inc.,Dir,S - Sale,0.43,-43257.0,"164,849",816000.0,0.3409999907016754,0.3899999856948852,0.3810000121593475,0.4329999983310699,0.4350000023841858,0.449999988079071,0.5799999833106995,0.4790000021457672,0.4679999947547912,0.0344827255463724,0.3333332876592763,0.101149424184879,0.0758620510108879,0.04619485278141281,0.2771691166884769,0.9751033158630076
2023-12-29,META,"Meta Platforms, Inc.","COB, CEO, 10%",S - Sale+OE,354.87,-19681.0,"413,133",14980500.0,330.64166259765625,333.34893798828125,351.7322692871094,356.6391906738281,352.2995910644531,344.66558837890625,350.2990417480469,372.7333068847656,399.1388244628906,-0.0216690648504052,-0.0056785456672308,0.0580009637779402,0.1329528463456782,-0.0020068839228713363,-0.010034419614356681,0.12463394586025038
2023-12-29,LCTX,"Lineage Cell Therapeutics, Inc.",Dir,P - Purchase,1.09,10000.0,"10,000",1000900.0,1.0099999904632568,0.9100000262260436,1.090000033378601,1.149999976158142,1.090000033378601,1.090000033378601,1.2000000476837158,1.100000023841858,1.100000023841858,0.0,0.1009174412262676,0.0091743028963591,0.0091743028963591,0.005646178486140005,0.028230892430700025,0.7895390348673331
2023-12-28,FPH,"Five Point Holdings, LLC",10%,S - Sale,3.14,-56465.0,"10,565,245",99400.0,2.650000095367432,2.880000114440918,2.7799999713897705,3.220000028610229,3.190000057220459,3.069999933242798,3.059999942779541,2.799999952316284,3.490000009536743,-0.0376175930486411,-0.0407523862410807,-0.1222570839838772,0.0940438705125551,-0.021439620289525743,-0.12863772173715446,0.9057870850082737
2023-12-29,ZM,"Zoom Video Communications, Inc.",CFO,S - Sale+OE,72.33,-10983.0,"56,085",2425900.0,67.94999694824219,71.56999969482422,72.5,73.08999633789062,71.91000366210938,69.1500015258789,66.95999908447266,70.45999908447266,68.93000030517578,-0.0383813377231791,-0.0688361052086131,-0.0201641566373713,-0.0414407343230856,-0.010824436316154488,-0.05412218158077244,0.020376457143983347
2023-12-28,META,"Meta Platforms, Inc.","COB, CEO, 10%",S - Sale+OE,359.8,-47664.0,"416,038",11798800.0,337.3998107910156,331.60711669921875,352.4289855957031,356.1514587402344,356.63916015625,352.2995910644531,345.49169921875,367.9359436035156,399.1388549804688,-0.0121679545507443,-0.0312569739470452,0.0316756674794666,0.1191672131731099,-0.00021777457331458665,-0.0013066474398875198,0.10389596570145163
2023-12-28,META,"Meta Platforms, Inc.",Chief Product Officer,S - Sale,360.02,-10000.0,"361,729",11798800.0,337.3998107910156,331.60711669921875,352.4289855957031,356.1514587402344,356.63916015625,352.2995910644531,345.49169921875,367.9359436035156,399.1388549804688,-0.0121679545507443,-0.0312569739470452,0.0316756674794666,0.1191672131731099,-0.00021777457331458665,-0.0013066474398875198,0.10389596570145163
2023-12-29,FROG,Jfrog Ltd,CTO,S - Sale,35.0,-25.0,"6,999,407",503700.0,27.059999465942383,31.549999237060547,34.68000030517578,34.880001068115234,34.61000061035156,33.52000045776367,31.299999237060547,32.97999954223633,33.689998626708984,-0.0314937917759493,-0.0956371370967564,-0.0470962449976875,-0.0265819695873513,,,
2023-12-29,CGC,Canopy Growth Corp,Dir,S - Sale,6.68,-3697.0,"17,501",2902600.0,5.599999904632568,5.190000057220459,5.139999866485596,5.289999961853027,5.110000133514404,4.789999961853027,4.75,4.519999980926514,4.829999923706055,-0.0626223411546756,-0.0704501221346963,-0.1154599094270703,-0.0547945601746549,-0.04414514456879912,-0.2207257228439956,0.39147273769208457
2023-12-29,BROS,Dutch Bros Inc.,10%,S - Sale,32.04,-20424.0,"2,189,664",1145600.0,29.64999961853028,29.8799991607666,31.049999237060547,31.89999961853028,31.670000076293945,31.059999465942383,31.11000061035156,27.86000061035156,27.65999984741211,-0.019261149633156,-0.0176823323205976,-0.1203031088337222,-0.1266182576325112,0.001597628008205444,0.00798814004102722,0.20458169332967832
2023-12-29,CGC,Canopy Growth Corp,Dir,S - Sale,6.68,-3713.0,"17,042",2902600.0,5.599999904632568,5.190000057220459,5.139999866485596,5.289999961853027,5.110000133514404,4.789999961853027,4.75,4.519999980926514,4.829999923706055,-0.0626223411546756,-0.0704501221346963,-0.1154599094270703,-0.0547945601746549,-0.04414514456879912,-0.2207257228439956,0.39147273769208457
2023-12-29,BROS,Dutch Bros Inc.,"Exec COB, 10%",S - Sale,32.04,-40976.0,"3,537,517",1145600.0,29.64999961853028,29.8799991607666,31.049999237060547,31.89999961853028,31.670000076293945,31.059999465942383,31.11000061035156,27.86000061035156,27.65999984741211,-0.019261149633156,-0.0176823323205976,-0.1203031088337222,-0.1266182576325112,0.001597628008205444,0.00798814004102722,0.20458169332967832
2023-12-29,BROS,Dutch Bros Inc.,10%,S - Sale,32.04,-20552.0,"1,347,853",1145600.0,29.64999961853028,29.8799991607666,31.049999237060547,31.89999961853028,31.670000076293945,31.059999465942383,31.11000061035156,27.86000061035156,27.65999984741211,-0.019261149633156,-0.0176823323205976,-0.1203031088337222,-0.1266182576325112,0.001597628008205444,0.00798814004102722,0.20458169332967832
2024-01-02,WY,Weyerhaeuser Co,"SVP, CFO",S - Sale+OE,34.57,-923.0,"60,655",2317100.0,30.4462947845459,33.21326446533203,33.38680648803711,33.54106521606445,33.54106521606445,32.8372688293457,32.52875518798828,31.88280868530273,31.718914031982425,-0.0209831256754978,-0.030181212837311,-0.0494395905460837,-0.0543259783893003,-0.006097663589519849,-0.048781308716158794,0.10709645788465387
2024-01-02,ASIX,Advansix Inc.,"SVP, GC",S - Sale,30.0,-500.0,"27,099",290000.0,26.43608856201172,29.378826141357425,30.21405982971192,28.93207359313965,28.93207359313965,27.980297088623047,26.25156021118164,24.86274147033692,24.454837799072266,-0.0328969336211797,-0.092648505587709,-0.1406512433235221,-0.1547499103254397,-0.01726958981168713,-0.13815671849349703,0.02147561763572577
2023-12-29,GSAT,"Globalstar, Inc.",Dir,P - Purchase,1.93,500000.0,"9,847,650",452867.0,23.850000381469727,25.049999237060547,28.950000762939453,28.350000381469727,29.100000381469727,28.049999237060547,30.450000762939453,28.350000381469727,25.049999237060547,-0.036082513080577,0.0463917650780987,-0.0257731955384297,-0.1391752952342961,0.020466367597459907,0.10233183798729953,0.06493365071031798
2023-12-29,EP,Empire Petroleum Corp,Dir,P - Purchase,10.98,2000.0,"49,000",75200.0,8.579999923706055,9.149999618530272,10.489999771118164,9.979999542236328,10.989999771118164,10.40999984741211,8.949999809265137,7.349999904632568,6.980000019073486,-0.0527752443844722,-0.1856232942983464,-0.3312101858319919,-0.3648771460926687,-0.028537336063902918,-0.1426866803195146,0.9003486299583179
2024-01-02,PL,Planet Labs Pbc,"CFO, COO",S - Sale,2.46,-1000.0,"845,509",1402300.0,2.569999933242798,2.4800000190734863,2.450000047683716,2.380000114440918,2.380000114440918,2.3399999141693115,2.25,2.0999999046325684,2.25,-0.0168068060286639,-0.054621894197453,-0.1176471413213036,-0.054621894197453,-0.007754189337381501,-0.06203351469905201,0.0621482776313824
2023-12-28,LGVN,Longeveron Inc.,Dir,P - Purchase,1.43,10000.0,"15,000",12430.0,19.299999237060547,20.700000762939453,12.5,13.899999618530272,13.899999618530272,13.600000381469728,13.399999618530272,11.699999809265137,6.710000038146973,-0.0215826795175313,-0.0359712240087721,-0.1582733719166645,-0.5172661710578911,0.009005114046563114,0.05403068427937868,0.6353136166735975
2023-12-31,MHLD,"Maiden Holdings, Ltd.",Dir,S - Sale,2.29,-277000.0,0,84700.0,1.7899999618530271,2.490000009536743,2.430000066757202,2.309999942779541,2.309999942779541,2.309999942779541,2.039999961853028,1.870000004768372,1.7599999904632568,0.0,-0.11688311152148,-0.1904761683594386,-0.2380952233507368,-0.037012550949401514,-0.2220753056964091,0.27214987875826535
2024-01-02,CYTK,Cytokinetics Inc,"Pres, CEO",S - Sale+OE,85.08,-12500.0,"445,963",4437000.0,33.88999938964844,36.84000015258789,45.709999084472656,84.12000274658203,84.12000274658203,86.63999938964844,101.97000122070312,81.19000244140625,81.87000274658203,0.0299571631096837,0.2121968365585482,-0.0348311960236453,-0.0267475026930074,-0.049212548492178175,-0.3937003879374254,0.5965259039730091
2023-12-28,IONS,Ionis Pharmaceuticals Inc,EVP Research,S - Sale+OE,50.19,-27100.0,"32,589",1134700.0,48.34000015258789,49.81999969482422,49.11000061035156,50.15999984741211,50.5,50.59000015258789,51.47999954223633,53.54999923706055,52.0099983215332,0.0017821812393641,0.0194059315294322,0.0603960244962484,0.0299009568620436,0.0069761866733941275,0.041857120040364765,0.1085592031045467
2023-12-29,RAMP,"Liveramp Holdings, Inc.",Dir,S - Sale,38.31,-1500.0,"51,431",441300.0,33.02000045776367,35.04999923706055,37.5099983215332,38.40999984741211,37.880001068115234,37.13999938964844,34.4900016784668,38.36000061035156,41.43999862670898,-0.0195354186272629,-0.0894931175834074,0.0126715820670965,0.0939809255071618,-0.01845186084561839,-0.09225930422809195,0.0037651135855770136
2023-12-29,OLMA,"Olema Pharmaceuticals, Inc.",Dir,S - Sale,13.38,-25000.0,"1,023,311",903000.0,13.18000030517578,12.199999809265137,13.779999732971191,14.489999771118164,14.029999732971191,13.729999542236328,11.28499984741211,11.600000381469728,11.619999885559082,-0.021382765249086,-0.1956521694799606,-0.1732002421775423,-0.1717747607470363,-0.03575917921680548,-0.17879589608402738,0.17283049509517856
2020-12-15,MARA,"Marathon Digital Holdings, Inc.",CEO,S - Sale,6.5,-5000.0,"1,235,687",38775400.0,2.4800000190734863,6.190000057220459,5.179999828338623,5.539999961853027,7.070000171661377,8.229999542236328,13.970000267028809,11.760000228881836,22.38999938964844,0.164073457200831,0.9759547281235784,0.6633663286203793,2.166902241303202,0.05058782075958603,0.40470256607668825,0.6169864094514175
2024-01-02,RBC,Rbc Bearings Inc,Dir,S - Sale+OE,277.8,-300.0,"6,650",107400.0,266.42999267578125,275.8900146484375,286.25,278.7699890136719,278.7699890136719,270.739990234375,271.32000732421875,271.489990234375,275.8699951171875,-0.0288051049099946,-0.0267244753131864,-0.0261147148767862,-0.010402819567289,-0.007427051324153196,-0.05941641059322557,0.08140313941983242
2023-02-03,MARA,"Marathon Digital Holdings, Inc.",Dir,S - Sale,7.25,-10000.0,"52,552",34183100.0,3.400000095367432,8.069999694824219,8.020000457763672,8.0,7.070000171661377,7.079999923706055,5.920000076293945,7.699999809265137,6.380000114440918,0.0014143920511854,-0.1626591325947865,0.0891088574691952,-0.0975954795568719,-0.05655569723569397,-0.3393341834141638,0.1208695237829819
2023-12-27,BOXL,Boxlight Corp,Pres,S - Sale+OE,1.1,-735.0,"56,094",12740.0,5.349999904632568,5.25,5.349999904632568,5.349999904632568,5.5,5.400000095367432,5.25,5.190000057220459,4.420000076293945,-0.0181818008422851,-0.0454545454545454,-0.0563636259599165,-0.1963636224920099,-0.002044255700727604,-0.014309789905093228,0.6588602064545519
2023-12-13,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",Dir,S - Sale,0.46,-2921.0,"1,094,610",5850.0,4.015999794006348,3.888000011444092,4.119999885559082,3.848000049591065,3.752000093460083,3.920000076293945,3.6640000343322754,3.888000011444092,3.5280001163482666,0.0447761137124421,-0.023454172957297,0.0362473119926258,-0.0597014849499228,-0.005021649505444229,-0.040173196043553835,0.995389270024047
2023-12-27,BOXL,Boxlight Corp,CTO,S - Sale,1.1,-735.0,"32,527",12740.0,5.349999904632568,5.25,5.349999904632568,5.349999904632568,5.5,5.400000095367432,5.25,5.190000057220459,4.420000076293945,-0.0181818008422851,-0.0454545454545454,-0.0563636259599165,-0.1963636224920099,-0.002044255700727604,-0.014309789905093228,0.6588602064545519
2023-12-29,ALLY,Ally Financial Inc.,"VP, CAO, Controller",S - Sale,35.0,-3750.0,"100,787",3631900.0,27.303878784179688,33.252769470214844,32.718894958496094,33.481571197509766,33.29090118408203,33.71037673950195,33.53877639770508,31.48908042907715,35.97935485839844,0.0126003064050574,0.0074457345643009,-0.0541235199684657,0.0807564102711008,0.007597731938349136,0.03798865969174568,0.008503630703164273
2023-12-28,TTSH,"Tile Shop Holdings, Inc.",10%,P - Purchase,7.37,26500.0,"5,105,946",61600.0,6.340000152587891,6.96999979019165,7.21999979019165,7.5,7.409999847412109,7.360000133514404,6.849999904632568,6.989999771118164,6.489999771118164,-0.0067475998552371,-0.0755735430919228,-0.0566801734065659,-0.1241565580619072,-0.024992219741664306,-0.14995331844998583,0.817679426541656
2023-12-28,MASS,908 Devices Inc.,CFO,S - Sale,12.08,-6000.0,"80,000",588900.0,7.190000057220459,7.760000228881836,9.119999885559082,10.09000015258789,12.40999984741211,11.220000267028809,8.8149995803833,7.789999961853027,7.730000019073486,-0.0958903783251419,-0.2896857623876993,-0.3722804143726483,-0.3771152204578436,-0.0332187633473365,-0.19931258008401898,0.6600174692671407
2023-12-28,RXRX,"Recursion Pharmaceuticals, Inc.","Pres, COO",S - Sale+OE,10.58,-8000.0,"414,548",3908200.0,7.019999980926514,9.529999732971191,9.84000015258789,10.699999809265137,10.609999656677246,9.859999656677246,11.109999656677246,11.25,10.760000228881836,-0.0706880324475787,0.0471253549650524,0.0603204867136804,0.0141376604202045,0.021355077220595552,0.1281304633235733,0.02527032515598703
2023-12-29,LZ,"Legalzoom.Com, Inc.",COO,S - Sale,12.0,-9462.0,"547,195",1455500.0,11.789999961853027,11.100000381469728,11.420000076293944,11.579999923706056,11.300000190734863,10.920000076293944,10.399999618530272,10.779999732971191,10.920000076293944,-0.0336283281439666,-0.0796460669923281,-0.0460177388483614,-0.0336283281439666,-0.009150547683520907,-0.045752738417604535,0.022417115562084276
2023-12-28,CENX,Century Aluminum Co,"SVP, Finance, Treasurer",S - Sale,12.32,-13908.0,"52,830",1989800.0,7.699999809265137,9.470000267028809,12.239999771118164,12.59000015258789,12.670000076293944,12.140000343322754,10.90999984741211,11.34000015258789,11.970000267028809,-0.0418310757521494,-0.1389108301723584,-0.1049723690368822,-0.0552486033977902,-0.023342167322882797,-0.14005300393729678,0.01201297446875115
2023-12-29,XMTR,"Xometry, Inc.",Dir,S - Sale+OE,36.83,-1000.0,"10,770",763500.0,23.270000457763672,29.920000076293945,34.5099983215332,38.15999984741211,35.90999984741211,34.65999984741211,32.5099983215332,30.049999237060547,34.2599983215332,-0.0348092454834717,-0.0946811902067978,-0.1631857598232173,-0.0459482465299374,-0.052917012925402185,-0.2645850646270109,0.662564291740708
2024-01-02,GNRC,Generac Holdings Inc.,CEO,S - Sale,127.28,-5000.0,"582,690",756400.0,122.87000274658205,132.0399932861328,129.88999938964844,127.37000274658205,127.37000274658205,119.72000122070312,123.45999908447266,116.18000030517578,116.13999938964844,-0.0600612495950047,-0.0306979946439099,-0.0878543000715019,-0.0881683529463137,-0.005636533051548178,-0.045092264412385424,0.002207136648830692
2023-12-29,PLAY,"Dave & Buster'S Entertainment, Inc.","SVP, RE, Dev",S - Sale,0.0,-10000.0,"57,132",971600.0,40.7599983215332,49.790000915527344,53.20000076293945,54.369998931884766,53.84999847412109,54.220001220703125,50.66999816894531,49.2400016784668,52.81999969482422,0.0068709889891611,-0.0590529321315395,-0.0856081137656808,-0.0191271830730295,,,
2024-01-02,GOOG,Alphabet Inc.,"VP, Chief Accounting Officer",S - Sale,139.61,-425.0,"74,763",20071900.0,130.0142059326172,137.448974609375,142.146728515625,138.90208435058594,138.90208435058594,139.6983184814453,141.887939453125,143.4008026123047,142.8633270263672,0.0057323411277954,0.0214961144499662,0.0323876944161909,0.0285182378241578,-0.0009188173814050318,-0.007350539051240255,0.5026451918870194
2023-12-29,SHGI,"Sparx Holdings Group, Inc.","CEO, CFO, 10%",P - Purchase,0.0,75000000.0,"275,200,000",30000.0,0.0130000002682209,0.0299999993294477,0.0780000016093254,0.0209999997168779,0.0219999998807907,0.0199999995529651,0.0160000007599592,0.0179999992251396,0.0089999996125698,-0.0909091063028525,-0.2727272342428686,-0.1818182126057051,-0.5909091063028525,,,
2024-01-02,LEGH,Legacy Housing Corp,"Chairman of the Board, 10%",S - Sale,24.87,-17400.0,"4,648,229",85100.0,22.790000915527344,24.440000534057617,24.68000030517578,24.75,24.75,23.88999938964844,23.86000061035156,23.200000762939453,24.59000015258789,-0.0347474994081439,-0.0359595712989267,-0.0626262318004261,-0.0064646402994791,-0.014788431695114436,-0.11830745356091549,0.47158744511912776
2023-12-29,SPG,Simon Property Group Inc /de/,Dir,P - Purchase,143.85,451.0,"61,578",1227800.0,113.6755828857422,135.62405395507812,133.69798278808594,135.55828857421875,134.01742553710938,134.3838348388672,132.14772033691406,137.75682067871094,133.16241455078125,0.002734042235846,-0.0139512096483124,0.0279023054398707,-0.0063798493584058,-0.009004270069227452,-0.04502135034613726,0.2076294678119652
2023-12-29,SPG,Simon Property Group Inc /de/,Dir,P - Purchase,143.85,161.0,"12,428",1227800.0,113.6755828857422,135.62405395507812,133.69798278808594,135.55828857421875,134.01742553710938,134.3838348388672,132.14772033691406,137.75682067871094,133.16241455078125,0.002734042235846,-0.0139512096483124,0.0279023054398707,-0.0063798493584058,-0.009004270069227452,-0.04502135034613726,0.2076294678119652
2023-12-29,SPG,Simon Property Group Inc /de/,Dir,P - Purchase,143.85,320.0,"27,519",1227800.0,113.6755828857422,135.62405395507812,133.69798278808594,135.55828857421875,134.01742553710938,134.3838348388672,132.14772033691406,137.75682067871094,133.16241455078125,0.002734042235846,-0.0139512096483124,0.0279023054398707,-0.0063798493584058,-0.009004270069227452,-0.04502135034613726,0.2076294678119652
2023-12-28,SNOW,Snowflake Inc.,"CEO, COB",S - Sale+OE,200.79,-275000.0,"1,046,749",3823800.0,171.5500030517578,200.8600006103516,196.7899932861328,198.7100067138672,201.22999572753903,199.0,183.72000122070312,195.6199951171875,209.5399932861328,-0.0110818256467014,-0.0870148331690275,-0.0278785505613555,0.0412960181634417,-0.008602407142593799,-0.0516144428555628,0.09141075858239242
2023-12-29,SPG,Simon Property Group Inc /de/,Dir,P - Purchase,143.85,172.0,"28,201",1227800.0,113.6755828857422,135.62405395507812,133.69798278808594,135.55828857421875,134.01742553710938,134.3838348388672,132.14772033691406,137.75682067871094,133.16241455078125,0.002734042235846,-0.0139512096483124,0.0279023054398707,-0.0063798493584058,-0.009004270069227452,-0.04502135034613726,0.2076294678119652
2023-12-29,SPG,Simon Property Group Inc /de/,Dir,P - Purchase,143.85,49.0,"3,850",1227800.0,113.6755828857422,135.62405395507812,133.69798278808594,135.55828857421875,134.01742553710938,134.3838348388672,132.14772033691406,137.75682067871094,133.16241455078125,0.002734042235846,-0.0139512096483124,0.0279023054398707,-0.0063798493584058,,,
2023-12-29,SPG,Simon Property Group Inc /de/,Dir,P - Purchase,143.85,199.0,"15,305",1227800.0,113.6755828857422,135.62405395507812,133.69798278808594,135.55828857421875,134.01742553710938,134.3838348388672,132.14772033691406,137.75682067871094,133.16241455078125,0.002734042235846,-0.0139512096483124,0.0279023054398707,-0.0063798493584058,-0.009004270069227452,-0.04502135034613726,0.2076294678119652
2023-12-29,SPG,Simon Property Group Inc /de/,Dir,P - Purchase,143.85,24.0,"1,903",1227800.0,113.6755828857422,135.62405395507812,133.69798278808594,135.55828857421875,134.01742553710938,134.3838348388672,132.14772033691406,137.75682067871094,133.16241455078125,0.002734042235846,-0.0139512096483124,0.0279023054398707,-0.0063798493584058,,,
2023-12-29,MPB,Mid Penn Bancorp Inc,Dir,P - Purchase,24.28,82.0,"52,272",15400.0,20.62350082397461,23.545005798339844,23.30474853515625,23.52578353881836,23.33358192443848,23.314359664916992,23.035663604736328,22.11308479309082,22.10347366333008,-0.0008238023456378,-0.0127677919603986,-0.0523064626468414,-0.0527183638196603,,,
2023-12-29,MPB,Mid Penn Bancorp Inc,Dir,P - Purchase,24.28,206.0,"5,593",15400.0,20.62350082397461,23.545005798339844,23.30474853515625,23.52578353881836,23.33358192443848,23.314359664916992,23.035663604736328,22.11308479309082,22.10347366333008,-0.0008238023456378,-0.0127677919603986,-0.0523064626468414,-0.0527183638196603,-0.0047676898230773375,-0.023838449115386687,0.3160125578590361
2023-12-29,SPG,Simon Property Group Inc /de/,Dir,P - Purchase,143.85,367.0,"31,865",1227800.0,113.6755828857422,135.62405395507812,133.69798278808594,135.55828857421875,134.01742553710938,134.3838348388672,132.14772033691406,137.75682067871094,133.16241455078125,0.002734042235846,-0.0139512096483124,0.0279023054398707,-0.0063798493584058,-0.009004270069227452,-0.04502135034613726,0.2076294678119652
2023-12-28,TBLA,Taboola.Com Ltd.,CTO,S - Sale+OE,4.32,-60000.0,"2,545,291",736800.0,3.950000047683716,3.809999942779541,4.119999885559082,4.239999771118164,4.349999904632568,4.329999923706055,4.090000152587891,4.21999979019165,4.590000152587891,-0.0045976968655136,-0.0597700592516769,-0.0298850844347084,0.0551724720039032,0.015002723486073233,0.0900163409164394,0.02780543884364433
2023-12-29,SPG,Simon Property Group Inc /de/,Dir,P - Purchase,143.85,332.0,"38,220",1227800.0,113.6755828857422,135.62405395507812,133.69798278808594,135.55828857421875,134.01742553710938,134.3838348388672,132.14772033691406,137.75682067871094,133.16241455078125,0.002734042235846,-0.0139512096483124,0.0279023054398707,-0.0063798493584058,-0.009004270069227452,-0.04502135034613726,0.2076294678119652
2023-12-29,MPB,Mid Penn Bancorp Inc,Dir,P - Purchase,24.28,206.0,"62,800",15400.0,20.62350082397461,23.545005798339844,23.30474853515625,23.52578353881836,23.33358192443848,23.314359664916992,23.035663604736328,22.11308479309082,22.10347366333008,-0.0008238023456378,-0.0127677919603986,-0.0523064626468414,-0.0527183638196603,-0.0047676898230773375,-0.023838449115386687,0.3160125578590361
2024-01-02,ASA,Asa Gold & Precious Metals Ltd,Dir,P - Purchase,15.18,2000.0,"4,000",84000.0,15.560641288757324,15.949408531188965,15.929471969604492,15.092127799987791,15.092127799987791,14.803045272827148,14.783106803894045,14.773138999938965,14.454151153564451,-0.0191545241990912,-0.0204756413535008,-0.0211361051454312,-0.0422721471006795,0.00414463012257219,0.03315704098057752,0.0020562351310605435
2023-12-29,SPG,Simon Property Group Inc /de/,Dir,P - Purchase,143.85,186.0,"15,321",1227800.0,113.6755828857422,135.62405395507812,133.69798278808594,135.55828857421875,134.01742553710938,134.3838348388672,132.14772033691406,137.75682067871094,133.16241455078125,0.002734042235846,-0.0139512096483124,0.0279023054398707,-0.0063798493584058,-0.009004270069227452,-0.04502135034613726,0.2076294678119652
2023-12-27,ASTC,Astrotech Corp,Dir,P - Purchase,8.19,1221.0,"9,715",9300.0,8.039999961853027,7.659999847412109,8.359999656677246,8.130000114440918,8.470000267028809,8.470000267028809,8.5,7.769999980926514,7.900000095367432,0.0,0.0035418809947352,-0.0826446592719941,-0.0672963581689859,0.0046242021725792035,0.032369415208054426,0.6919263482913932
